measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Sub-Saharan Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2013,0.030367371,0.038483906,0.023111261
Prevalence,Sub-Saharan Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2013,0.009984397,0.013331123,0.007153318
Prevalence,Sub-Saharan Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2013,0.026406973,0.034811547,0.018697452
Prevalence,Sub-Saharan Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2013,0.009190222,0.012722319,0.006017466
Prevalence,Sub-Saharan Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2013,0.025245533,0.032318155,0.019361881
Prevalence,Sub-Saharan Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2013,0.008586452,0.011356109,0.006274472
Prevalence,Sub-Saharan Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2013,0.025240407,0.033164745,0.01851235
Prevalence,Sub-Saharan Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2013,0.007919118,0.011064377,0.005548369
Prevalence,Sub-Saharan Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2013,0.025924538,0.031899828,0.02046472
Prevalence,Sub-Saharan Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2013,0.00691225,0.009105155,0.005078739
Prevalence,Sub-Saharan Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2013,0.025465306,0.032926538,0.018979706
Prevalence,Sub-Saharan Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2013,0.006577806,0.009273329,0.004578436
Prevalence,Sub-Saharan Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2013,0.020995262,0.026431361,0.016745625
Prevalence,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2013,0.008377402,0.010819526,0.006553876
Prevalence,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2013,0.004338155,0.005835231,0.003255662
Prevalence,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2013,0.003085609,0.004491616,0.002165602
Prevalence,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2013,0.003800075,0.005086984,0.002851583
Prevalence,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2013,0.002832852,0.004081448,0.0019291
Prevalence,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2013,0.003033171,0.004065971,0.002307985
Prevalence,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2013,0.002339698,0.00336194,0.001628041
Prevalence,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2013,0.002319267,0.00305085,0.001758981
Prevalence,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2013,0.001861367,0.002596425,0.001309643
Prevalence,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2013,0.001731505,0.002332275,0.001265108
Prevalence,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2013,0.001593416,0.002242467,0.001123346
Prevalence,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2013,0.001299503,0.001783496,0.000919037
Prevalence,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2013,0.001428565,0.002040521,0.000954255
Prevalence,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2013,0.001137912,0.001531851,0.000828607
Prevalence,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2013,0.00124556,0.001737832,0.000854472
Prevalence,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2013,0.001089725,0.001472418,0.000756533
Prevalence,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2013,0.001045782,0.001484501,0.000681981
Prevalence,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2013,0.000928188,0.001253087,0.000656612
Prevalence,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2013,0.000837111,0.001174999,0.000547222
Prevalence,Middle East & North Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2013,0.010717475,0.014911261,0.00740546
Prevalence,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2013,0.0055175,0.007742757,0.003786242
Prevalence,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2013,0.011141981,0.015972559,0.007262902
Prevalence,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2013,0.005420227,0.008029012,0.003344306
Prevalence,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2013,0.010646997,0.014299263,0.007506955
Prevalence,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2013,0.00474967,0.00653074,0.003123749
Prevalence,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2013,0.009539261,0.013207923,0.006308611
Prevalence,Middle East & North Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2013,0.003972151,0.005764556,0.002365045
Prevalence,Middle East & North Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2013,0.007628658,0.010151082,0.005501976
Prevalence,Middle East & North Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2013,0.003291611,0.004609424,0.002187842
Prevalence,Middle East & North Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2013,0.005874243,0.008412597,0.004014313
Prevalence,Middle East & North Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2013,0.002710371,0.004074883,0.001708097
Prevalence,Middle East & North Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2013,0.005011003,0.006701968,0.003628592
Prevalence,Middle East & North Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2013,0.002332852,0.003318881,0.001589126
Prevalence,Middle East & North Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2013,0.004317785,0.006196286,0.002924881
Prevalence,Middle East & North Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2013,0.002029353,0.00310326,0.001241955
Prevalence,Middle East & North Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2013,0.003601899,0.004977374,0.002667762
Prevalence,Middle East & North Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2013,0.001796191,0.002509059,0.001217922
Prevalence,Middle East & North Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2013,0.008994694,0.011547729,0.006985004
Prevalence,Middle East & North Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2013,0.006633772,0.009183212,0.004767354
Prevalence,Middle East & North Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2013,0.006710824,0.008609597,0.005159339
Prevalence,Middle East & North Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2013,0.005056711,0.006890024,0.003647136
Prevalence,Middle East & North Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2013,0.005019301,0.006526343,0.003885034
Prevalence,Middle East & North Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2013,0.003731065,0.005150368,0.002768768
Prevalence,Middle East & North Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2013,0.004044966,0.005259141,0.003069153
Prevalence,Middle East & North Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2013,0.002943741,0.00399307,0.002176856
Prevalence,Middle East & North Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2013,0.003398993,0.004423902,0.002566072
Prevalence,Middle East & North Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2013,0.002509824,0.003415754,0.001849074
Prevalence,Middle East & North Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2013,0.002919568,0.003858962,0.002135963
Prevalence,Middle East & North Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2013,0.002233602,0.003073852,0.00154707
Prevalence,Middle East & North Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2013,0.002410727,0.003162752,0.001783108
Prevalence,Middle East & North Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2013,0.001965439,0.002688084,0.001398159
Prevalence,Middle East & North Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2013,0.00184948,0.002478594,0.001341315
Prevalence,Middle East & North Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2013,0.00169117,0.002316145,0.001159023
Prevalence,Middle East & North Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2013,0.001432257,0.001901336,0.00103232
Prevalence,Middle East & North Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2013,0.001425515,0.001958476,0.001000242
Prevalence,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2008,0.058092398,0.073697089,0.044694435
Prevalence,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2008,0.025885067,0.033846824,0.019074869
Prevalence,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2008,0.059529337,0.076693828,0.04508242
Prevalence,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2008,0.025979647,0.035043523,0.018499682
Prevalence,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2008,0.058430347,0.070595439,0.047325902
Prevalence,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2008,0.024679344,0.030888549,0.018838706
Prevalence,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2008,0.055684227,0.0679056,0.04446167
Prevalence,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2008,0.02277473,0.029688647,0.016350873
Prevalence,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2008,0.053317065,0.064347227,0.043818447
Prevalence,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2008,0.020864297,0.026060359,0.016340031
Prevalence,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2008,0.050664978,0.063298444,0.040187023
Prevalence,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2008,0.018321013,0.024149231,0.013497922
Prevalence,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2008,0.050918015,0.060640891,0.042089451
Prevalence,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2008,0.01564068,0.019231326,0.012350604
Prevalence,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2008,0.044678635,0.054686369,0.035561902
Prevalence,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2008,0.012126618,0.015810046,0.008920494
Prevalence,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2008,0.041837765,0.050011527,0.035215691
Prevalence,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2008,0.009951834,0.012857204,0.007816902
Prevalence,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2008,0.012137612,0.015699986,0.00961006
Prevalence,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2008,0.006641002,0.008764792,0.00513831
Prevalence,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2008,0.009230983,0.011737668,0.007257992
Prevalence,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2008,0.004958333,0.006440516,0.003783962
Prevalence,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2008,0.006601533,0.008483304,0.005202481
Prevalence,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2008,0.003587093,0.004690935,0.002798089
Prevalence,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2008,0.004577416,0.005872555,0.003598696
Prevalence,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2008,0.002638757,0.003438443,0.002026433
Prevalence,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2008,0.003586623,0.004663139,0.002741684
Prevalence,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2008,0.002095948,0.002749799,0.001566876
Prevalence,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2008,0.002877147,0.003873101,0.00209689
Prevalence,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2008,0.001735002,0.002363804,0.0012475
Prevalence,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2008,0.002279841,0.003012957,0.001667346
Prevalence,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2008,0.001441031,0.001931177,0.001037763
Prevalence,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2008,0.001585384,0.002138433,0.001120627
Prevalence,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2008,0.001131168,0.001582521,0.000766592
Prevalence,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2008,0.001271232,0.001724812,0.000895034
Prevalence,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2008,0.00104495,0.001428898,0.000712334
Prevalence,North America,Male,25 to 29,Alcohol use disorders,Percent,2011,0.062151088,0.079136613,0.04761554
Prevalence,North America,Female,25 to 29,Alcohol use disorders,Percent,2011,0.036592568,0.046867739,0.026949844
Prevalence,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,2008,0.064471336,0.083030171,0.048696214
Prevalence,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,2008,0.022645315,0.030192536,0.016298151
Prevalence,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,2008,0.068975453,0.090041989,0.051019315
Prevalence,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,2008,0.021326964,0.029673325,0.014624166
Prevalence,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,2008,0.066693955,0.081532533,0.052924593
Prevalence,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,2008,0.019527889,0.025381514,0.014252069
Prevalence,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,2008,0.062537488,0.079223199,0.046910174
Prevalence,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,2008,0.017564125,0.023462735,0.012070827
Prevalence,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,2008,0.053280041,0.065203105,0.041977335
Prevalence,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,2008,0.014644209,0.019003693,0.010816915
Prevalence,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,2008,0.044505599,0.058184682,0.033954303
Prevalence,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,2008,0.011754591,0.016601071,0.008187347
Prevalence,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,2008,0.040856795,0.050168476,0.032611817
Prevalence,Latin America & Caribbean - WB,Female,55 to 59,Alcohol use disorders,Percent,2008,0.00971212,0.01276337,0.007256125
Prevalence,Latin America & Caribbean - WB,Male,60 to 64,Alcohol use disorders,Percent,2008,0.038059854,0.048802384,0.029164977
Prevalence,Latin America & Caribbean - WB,Female,60 to 64,Alcohol use disorders,Percent,2008,0.007908786,0.011166178,0.00548352
Prevalence,Latin America & Caribbean - WB,Male,65 to 69,Alcohol use disorders,Percent,2008,0.03586137,0.044455801,0.029244709
Prevalence,Latin America & Caribbean - WB,Female,65 to 69,Alcohol use disorders,Percent,2008,0.006795151,0.00909097,0.005102048
Prevalence,Latin America & Caribbean - WB,Male,25 to 29,Opioid use disorders,Percent,2008,0.003490887,0.004902496,0.002472672
Prevalence,Latin America & Caribbean - WB,Female,25 to 29,Opioid use disorders,Percent,2008,0.002962972,0.004401781,0.001969755
Prevalence,Latin America & Caribbean - WB,Male,30 to 34,Opioid use disorders,Percent,2008,0.002634254,0.003692253,0.001846021
Prevalence,Latin America & Caribbean - WB,Female,30 to 34,Opioid use disorders,Percent,2008,0.00253861,0.003762277,0.001659309
Prevalence,Latin America & Caribbean - WB,Male,35 to 39,Opioid use disorders,Percent,2008,0.002028694,0.002863217,0.001453867
Prevalence,Latin America & Caribbean - WB,Female,35 to 39,Opioid use disorders,Percent,2008,0.002056562,0.003067893,0.001367772
Prevalence,Latin America & Caribbean - WB,Male,40 to 44,Opioid use disorders,Percent,2008,0.001707284,0.002355259,0.001221874
Prevalence,Latin America & Caribbean - WB,Female,40 to 44,Opioid use disorders,Percent,2008,0.001700568,0.0024393,0.00113944
Prevalence,Latin America & Caribbean - WB,Male,45 to 49,Opioid use disorders,Percent,2008,0.001507696,0.002084003,0.001064508
Prevalence,Latin America & Caribbean - WB,Female,45 to 49,Opioid use disorders,Percent,2008,0.001581413,0.002311309,0.001077279
Prevalence,Latin America & Caribbean - WB,Male,50 to 54,Opioid use disorders,Percent,2008,0.001377318,0.001920664,0.000941769
Prevalence,Latin America & Caribbean - WB,Female,50 to 54,Opioid use disorders,Percent,2008,0.001598087,0.002340305,0.00102739
Prevalence,Latin America & Caribbean - WB,Male,55 to 59,Opioid use disorders,Percent,2008,0.001287338,0.001775852,0.000884384
Prevalence,Latin America & Caribbean - WB,Female,55 to 59,Opioid use disorders,Percent,2008,0.001600006,0.002254497,0.0010741
Prevalence,Latin America & Caribbean - WB,Male,60 to 64,Opioid use disorders,Percent,2008,0.00119392,0.001674951,0.000793538
Prevalence,Latin America & Caribbean - WB,Female,60 to 64,Opioid use disorders,Percent,2008,0.001559484,0.002279779,0.001001976
Prevalence,Latin America & Caribbean - WB,Male,65 to 69,Opioid use disorders,Percent,2008,0.001025138,0.001413328,0.00070138
Prevalence,Latin America & Caribbean - WB,Female,65 to 69,Opioid use disorders,Percent,2008,0.001431537,0.002012575,0.000945404
Prevalence,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2006,0.059255689,0.075146259,0.045529598
Prevalence,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2006,0.026020065,0.033981179,0.019182926
Prevalence,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2006,0.061072868,0.078596255,0.046311947
Prevalence,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2006,0.026054402,0.035074678,0.018609815
Prevalence,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2006,0.059944628,0.072348695,0.048666067
Prevalence,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2006,0.024575072,0.030841644,0.018684576
Prevalence,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2006,0.058218905,0.071246259,0.046278396
Prevalence,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2006,0.023135763,0.030303829,0.016598167
Prevalence,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2006,0.055523645,0.0667487,0.045607562
Prevalence,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2006,0.021405494,0.02675003,0.016753783
Prevalence,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2006,0.05187142,0.064823543,0.041211233
Prevalence,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2006,0.018540014,0.024355374,0.013676042
Prevalence,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2006,0.051209964,0.060837185,0.042307593
Prevalence,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2006,0.015602821,0.019119009,0.012374408
Prevalence,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2006,0.04417143,0.054273013,0.035152712
Prevalence,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2006,0.011993591,0.015625072,0.008851641
Prevalence,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2006,0.044043758,0.053020352,0.036877459
Prevalence,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2006,0.010253146,0.013177715,0.008087743
Prevalence,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2006,0.012061425,0.015562445,0.009583943
Prevalence,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2006,0.00665628,0.008755329,0.005167662
Prevalence,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2006,0.009329128,0.011799755,0.007338416
Prevalence,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2006,0.004961193,0.006384715,0.003806519
Prevalence,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2006,0.006570931,0.008415559,0.005188877
Prevalence,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2006,0.003517485,0.00458582,0.002763364
Prevalence,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2006,0.004693484,0.006045922,0.003666714
Prevalence,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2006,0.002614051,0.003404918,0.002004679
Prevalence,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2006,0.003653343,0.004744185,0.002781952
Prevalence,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2006,0.002085756,0.002732408,0.001553636
Prevalence,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2006,0.002885183,0.0038925,0.002090856
Prevalence,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2006,0.001733369,0.002366851,0.001243067
Prevalence,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2006,0.002271304,0.003012214,0.001653541
Prevalence,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2006,0.001435579,0.001916809,0.001030158
Prevalence,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2006,0.001541652,0.002075799,0.001099023
Prevalence,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2006,0.001096645,0.001535391,0.00074295
Prevalence,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2006,0.001340705,0.001822303,0.000940597
Prevalence,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2006,0.00106168,0.001448901,0.000720712
Prevalence,North America,Male,25 to 29,Alcohol use disorders,Percent,2005,0.062490563,0.079690735,0.047770427
Prevalence,North America,Female,25 to 29,Alcohol use disorders,Percent,2005,0.035646273,0.046423936,0.025885726
Prevalence,North America,Male,30 to 34,Alcohol use disorders,Percent,2009,0.053930992,0.070546868,0.039954634
Prevalence,North America,Female,30 to 34,Alcohol use disorders,Percent,2009,0.026820118,0.035926815,0.019409943
Prevalence,North America,Male,35 to 39,Alcohol use disorders,Percent,2009,0.048694925,0.060449835,0.03761657
Prevalence,North America,Female,35 to 39,Alcohol use disorders,Percent,2009,0.023920705,0.030443823,0.01824262
Prevalence,North America,Male,40 to 44,Alcohol use disorders,Percent,2009,0.04414152,0.056908877,0.032128988
Prevalence,North America,Female,40 to 44,Alcohol use disorders,Percent,2009,0.021818133,0.02822388,0.015495348
Prevalence,North America,Male,45 to 49,Alcohol use disorders,Percent,2009,0.039968302,0.04945663,0.03142326
Prevalence,North America,Female,45 to 49,Alcohol use disorders,Percent,2009,0.019420554,0.024071513,0.015028503
Prevalence,North America,Male,50 to 54,Alcohol use disorders,Percent,2009,0.035805068,0.047771623,0.026771942
Prevalence,North America,Female,50 to 54,Alcohol use disorders,Percent,2009,0.016886659,0.022768048,0.012319815
Prevalence,North America,Male,55 to 59,Alcohol use disorders,Percent,2009,0.032181653,0.039699307,0.02586782
Prevalence,North America,Female,55 to 59,Alcohol use disorders,Percent,2009,0.014591232,0.018329298,0.011394904
Prevalence,North America,Male,60 to 64,Alcohol use disorders,Percent,2009,0.028049534,0.036567896,0.020842916
Prevalence,North America,Female,60 to 64,Alcohol use disorders,Percent,2009,0.012360874,0.016676165,0.008899659
Prevalence,North America,Male,65 to 69,Alcohol use disorders,Percent,2009,0.022488038,0.028510042,0.017674712
Prevalence,North America,Female,65 to 69,Alcohol use disorders,Percent,2009,0.010576738,0.013833025,0.008240467
Prevalence,North America,Male,25 to 29,Opioid use disorders,Percent,2009,0.044542235,0.058296766,0.033285169
Prevalence,North America,Female,25 to 29,Opioid use disorders,Percent,2009,0.034625229,0.046376584,0.025628823
Prevalence,North America,Male,30 to 34,Opioid use disorders,Percent,2009,0.026427319,0.035061227,0.020127222
Prevalence,North America,Female,30 to 34,Opioid use disorders,Percent,2009,0.021223768,0.028288351,0.015927275
Prevalence,North America,Male,35 to 39,Opioid use disorders,Percent,2009,0.016281175,0.021391874,0.012504933
Prevalence,North America,Female,35 to 39,Opioid use disorders,Percent,2009,0.014069717,0.01865638,0.010855313
Prevalence,North America,Male,40 to 44,Opioid use disorders,Percent,2009,0.011745425,0.015162923,0.008974182
Prevalence,North America,Female,40 to 44,Opioid use disorders,Percent,2009,0.011168748,0.014692924,0.008406629
Prevalence,North America,Male,45 to 49,Opioid use disorders,Percent,2009,0.009118096,0.011854658,0.006775906
Prevalence,North America,Female,45 to 49,Opioid use disorders,Percent,2009,0.009388707,0.012261866,0.007022023
Prevalence,North America,Male,50 to 54,Opioid use disorders,Percent,2009,0.00730207,0.009655529,0.005386087
Prevalence,North America,Female,50 to 54,Opioid use disorders,Percent,2009,0.007862932,0.010337783,0.005738377
Prevalence,North America,Male,55 to 59,Opioid use disorders,Percent,2009,0.005569776,0.007392126,0.003956481
Prevalence,North America,Female,55 to 59,Opioid use disorders,Percent,2009,0.006083219,0.008094772,0.004360509
Prevalence,North America,Male,60 to 64,Opioid use disorders,Percent,2009,0.004047742,0.005512281,0.002773344
Prevalence,North America,Female,60 to 64,Opioid use disorders,Percent,2009,0.004393792,0.006052929,0.002958757
Prevalence,North America,Male,65 to 69,Opioid use disorders,Percent,2009,0.003047563,0.00420805,0.002031049
Prevalence,North America,Female,65 to 69,Opioid use disorders,Percent,2009,0.003401026,0.004695059,0.002298842
Prevalence,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,2006,0.065556189,0.083782501,0.049844945
Prevalence,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,2006,0.022494983,0.029923462,0.016329247
Prevalence,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,2006,0.06924576,0.090447697,0.051621991
Prevalence,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,2006,0.021094039,0.029047705,0.014619459
Prevalence,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,2006,0.06702307,0.08161734,0.053491907
Prevalence,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,2006,0.019423813,0.025299337,0.014371366
Prevalence,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,2006,0.062534683,0.078402787,0.04735792
Prevalence,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,2006,0.017520928,0.023433031,0.012137308
Prevalence,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,2006,0.053203549,0.06483918,0.042660673
Prevalence,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,2006,0.014671712,0.019042827,0.010847707
Prevalence,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,2006,0.044460463,0.057764789,0.033902119
Prevalence,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,2006,0.011881183,0.016713787,0.008313793
Prevalence,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,2006,0.040935699,0.049764142,0.032993825
